"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","11 Mar 2020 14:03:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
11-03 14:11:34,21.827,38.071,38.579,0.508,1.015,826990592,564396032,136511488,2504765440,3891,1944,4096,458752,1,7,1570,4212,1.740,1.450,1.260,2,0,467,0,0,15,29,0,4,0
11-03 14:11:35,18.182,42.929,36.364,2.020,0.505,827461632,563892224,136511488,2504798208,5207,2160,0,1019904,0,16,1595,4010,1.680,1.440,1.260,4,0,451,0,0,15,29,0,4,0
11-03 14:11:36,23.711,37.629,37.629,0.515,0.515,825958400,565346304,136519680,2504839168,4736,2160,0,589824,0,15,1603,4278,1.680,1.440,1.260,1,0,438,0,0,15,29,0,4,0
11-03 14:11:37,21.891,38.308,38.806,0,0.995,827092992,564158464,136519680,2504892416,3681,1944,0,102400,0,7,1592,4509,1.680,1.440,1.260,2,0,475,0,0,15,29,0,4,0
11-03 14:11:38,40.909,12.121,44.949,1.515,0.505,843853824,547373056,136527872,2504908800,5628,2160,4096,385024,1,15,1001,1730,1.680,1.440,1.260,1,0,112,0,0,15,29,0,4,0
11-03 14:11:39,45.960,4.545,46.465,3.030,0,883126272,507514880,136540160,2505482240,4460,1944,483328,118784,29,6,757,941,1.680,1.440,1.260,4,0,3,0,0,15,29,0,4,0
11-03 14:11:40,47.236,5.025,46.231,1.005,0.503,904515584,486137856,136544256,2505465856,6406,2160,0,86016,0,6,642,885,1.620,1.430,1.260,2,0,0,0,0,15,29,0,4,0
11-03 14:11:41,45.729,7.538,43.719,3.015,0,911974400,477085696,136560640,2507018240,5170,2160,1499136,12288,22,1,858,1616,1.620,1.430,1.260,1,0,26,0,0,16,31,0,5,0
11-03 14:11:42,30.151,33.668,35.176,0.503,0.503,852766720,536096768,136560640,2507218944,4887,2160,86016,81920,4,5,1530,3905,1.620,1.430,1.260,2,0,373,0,0,16,29,0,5,0
11-03 14:11:43,20.812,40.609,38.071,0,0.508,852869120,535937024,136560640,2507284480,5055,2254,0,147456,0,9,1550,4285,1.620,1.430,1.260,2,0,488,0,0,16,29,0,5,0
11-03 14:11:44,36.548,17.259,45.685,0,0.508,869142528,519622656,136560640,2507325440,4906,2160,0,49152,0,3,916,1843,1.620,1.430,1.260,1,0,139,0,0,16,29,0,3,0
11-03 14:11:45,48.241,4.020,46.734,1.005,0,906899456,481853440,136568832,2507329536,4881,1944,0,188416,0,3,686,817,1.570,1.420,1.260,2,0,0,0,0,16,29,0,4,0
11-03 14:11:46,48.744,5.025,46.231,0,0,933777408,454963200,136572928,2507337728,7032,2160,0,106496,0,8,565,893,1.570,1.420,1.260,1,0,3,0,0,16,29,0,3,0
11-03 14:11:47,36.181,21.608,40.201,0.503,1.508,856522752,532049920,136572928,2507505664,8873,2160,4096,0,1,0,1147,2940,1.570,1.420,1.260,4,0,234,0,0,16,29,0,5,0
11-03 14:11:48,6.154,6.154,84.103,2.564,1.026,853700608,534798336,136589312,2507563008,7253,2494,32768,303104,4,12,628,1900,1.570,1.420,1.260,0,0,48,0,0,16,29,0,5,0
11-03 14:11:49,2,0.500,95.500,1.500,0.500,853663744,534827008,136593408,2507567104,5192,2248,0,57344,0,6,434,757,1.570,1.420,1.260,0,0,0,0,0,16,29,0,5,0
11-03 14:11:50,15.228,35.025,47.716,1.523,0.508,853737472,534700032,136601600,2507608064,5384,2696,0,307200,0,13,1474,3633,1.530,1.420,1.250,4,0,383,0,0,16,29,0,5,0
11-03 14:11:51,36.816,17.910,31.841,12.935,0.498,871108608,517292032,136601600,2507644928,3994,1944,0,634880,0,57,1028,2121,1.530,1.420,1.250,1,0,160,0,0,16,29,0,7,0
11-03 14:11:52,46.465,5.051,47.980,0.505,0,903208960,485167104,136605696,2507665408,11244,2160,8192,0,2,0,753,885,1.530,1.420,1.250,1,0,1,0,0,16,29,0,7,0
11-03 14:11:53,47,5.500,46.500,0.500,0.500,927440896,460836864,136609792,2507759616,5379,2320,40960,0,4,0,634,803,1.530,1.420,1.250,1,0,2,0,0,16,29,0,7,0
11-03 14:11:54,44.949,4.040,47.980,3.030,0,937828352,448946176,136683520,2509189120,5297,1890,729088,0,84,0,738,1053,1.530,1.420,1.250,1,0,2,0,0,16,29,0,6,0
11-03 14:11:55,22.335,2.538,47.716,26.904,0.508,942612480,442695680,136843264,2510491648,4912,2214,540672,1753088,118,66,1027,1513,1.480,1.410,1.250,0,1,0,0,0,16,31,0,7,0
11-03 14:11:56,8.081,4.040,40.909,46.465,0.505,942931968,441999360,137003008,2510708736,4153,1944,0,2035712,0,170,1042,1706,1.480,1.410,1.250,0,2,0,0,0,16,31,0,7,0
11-03 14:11:57,4.569,3.046,31.472,59.898,1.015,943255552,441266176,137158656,2510966784,4943,2160,0,1851392,0,164,931,1472,1.480,1.410,1.250,0,1,0,0,0,16,31,0,7,0
11-03 14:11:58,3.030,3.535,45.960,45.960,1.515,944046080,439934976,137338880,2511319040,6085,1944,0,1990656,0,136,904,1444,1.480,1.410,1.250,0,1,0,0,0,16,31,0,7,0
11-03 14:11:59,4.040,4.040,42.929,48.485,0.505,944254976,439328768,137428992,2511626240,4162,2160,0,1257472,0,96,735,1316,1.480,1.410,1.250,0,1,0,0,0,16,31,0,7,0
11-03 14:12:00,3.483,2.488,47.761,45.771,0.498,944799744,438194176,137564160,2512052224,3949,2160,0,1859584,0,123,820,1374,1.530,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:01,3.030,2.525,41.414,52.525,0.505,945246208,437260288,137756672,2512330752,4814,2084,0,1683456,0,125,882,1443,1.530,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:02,3.535,3.535,44.444,48.485,0,945725440,436359168,137904128,2512592896,4657,2160,0,1888256,0,111,766,1355,1.530,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:03,2.020,2.525,45.455,49.495,0.505,945864704,435695616,138072064,2512949248,4614,2160,0,1585152,0,115,837,1479,1.530,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:04,2.564,2.051,41.026,54.359,0,946757632,434397184,138223616,2513174528,4514,1944,0,1384448,0,101,851,1533,1.530,1.420,1.260,0,1,2,0,0,16,31,0,7,0
11-03 14:12:05,2.020,3.030,46.970,47.475,0.505,946876416,433733632,138358784,2513580032,4550,2160,0,1904640,0,134,998,1602,1.480,1.410,1.260,0,2,0,0,0,16,31,0,7,0
11-03 14:12:06,4.082,3.061,42.857,49.490,0.510,947462144,432689152,138543104,2513829888,5501,2160,0,1716224,0,129,977,1663,1.480,1.410,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:07,16.162,16.162,20.707,46.970,0,947519488,432353280,138625024,2514006016,3623,2160,0,1363968,0,123,860,1282,1.480,1.410,1.260,1,3,0,0,0,16,31,0,7,0
11-03 14:12:08,15.500,14,21,49,0.500,947384320,432353280,138670080,2514087936,7567,2160,0,1150976,0,103,747,918,1.480,1.410,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:09,2.030,2.030,48.731,46.701,0.508,947855360,431333376,138858496,2514448384,4773,2160,0,1662976,0,119,864,1391,1.480,1.410,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:10,7.107,3.046,42.132,47.716,0,947941376,430796800,139014144,2514739200,7773,1944,0,1372160,0,111,880,1487,1.520,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:11,2.551,1.531,48.469,47.449,0,948387840,429752320,139173888,2515152896,4945,2160,0,1720320,0,116,922,1417,1.520,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:12,3,2,47,47.500,0.500,948715520,428969984,139313152,2515439616,7635,2160,0,1642496,0,117,867,1370,1.520,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:13,3.077,1.538,44.615,50.769,0,948871168,428339200,139431936,2515791872,5232,2160,0,1622016,0,107,741,1275,1.520,1.420,1.260,0,1,0,0,0,16,31,0,7,0
11-03 14:12:14,3.500,1,47.500,47.500,0.500,949428224,427343872,139534336,2516119552,5419,1944,0,1466368,0,103,792,1327,1.520,1.420,1.260,0,1,2,0,0,16,31,0,7,0
11-03 14:12:15,3.571,1.020,48.469,46.429,0.510,949600256,426815488,139620352,2516361216,6560,2160,0,1314816,0,95,760,1208,1.640,1.450,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:16,4.569,1.523,46.701,47.208,0,949878784,426053632,139755520,2516705280,12323,2300,0,1617920,0,110,891,1380,1.640,1.450,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:17,4.523,2.010,45.729,47.739,0,950329344,425168896,139849728,2517020672,5899,1998,0,1654784,0,115,818,1331,1.640,1.450,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:18,5.076,3.046,44.162,46.193,1.523,950652928,424583168,139935744,2517180416,4421,2148,0,1331200,0,101,822,1408,1.640,1.450,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:19,2.020,2.020,47.475,47.475,1.010,950923264,423849984,140029952,2517544960,6029,2160,0,1417216,0,99,782,1238,1.640,1.450,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:20,3.571,1.531,46.939,47.449,0.510,951189504,423018496,140189696,2517938176,4568,1944,0,1814528,0,122,894,1366,1.670,1.460,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:21,2.551,1.531,47.449,47.959,0.510,951738368,422006784,140345344,2518220800,6564,2160,0,1691648,0,116,831,1297,1.670,1.460,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:22,3.518,3.015,44.724,48.241,0.503,951910400,421421056,140455936,2518503424,4219,1944,0,1589248,0,124,925,1451,1.670,1.460,1.270,1,0,0,0,0,16,31,0,7,0
11-03 14:12:23,1.531,1.020,31.122,66.327,0,952238080,420749312,140570624,2518732800,5108,2160,0,1605632,0,122,716,1101,1.670,1.460,1.270,0,1,0,0,0,16,31,0,7,0
11-03 14:12:24,2.538,2.030,44.162,50.254,1.015,952741888,419778560,140730368,2519015424,6184,2160,0,1597440,0,106,822,1279,1.670,1.460,1.270,0,1,2,0,0,16,31,0,7,0
11-03 14:12:25,3.015,1.005,44.724,50.754,0.503,952971264,419082240,140890112,2519318528,3762,1944,0,1478656,0,102,708,1193,1.700,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:26,1.546,1.031,47.938,49.485,0,953344000,418070528,141078528,2519744512,7314,2160,0,1699840,0,119,819,1339,1.700,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:27,4.020,3.015,41.206,51.759,0,953483264,417525760,141287424,2519924736,4560,2160,0,1589248,0,122,860,1391,1.700,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:28,2.525,1.515,48.485,46.970,0.505,955588608,414896128,141438976,2520289280,3564,1944,0,1847296,0,112,754,1171,1.700,1.470,1.280,1,2,0,0,0,16,31,0,7,0
11-03 14:12:29,3.553,0.508,48.223,47.716,0,954183680,415989760,141524992,2520481792,4875,2160,0,2371584,0,130,734,1073,1.700,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:30,3.030,3.030,36.869,57.071,0,954576896,415293440,141668352,2520637440,4961,2202,0,1339392,0,99,745,1225,1.640,1.460,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:31,3.015,1.005,48.241,47.236,0.503,954875904,414232576,141938688,2521120768,3104,1944,0,1826816,0,117,787,1273,1.640,1.460,1.280,0,2,0,0,0,16,31,0,7,0
11-03 14:12:32,2.513,2.513,48.241,46.231,0.503,955183104,413417472,142131200,2521407488,4649,2160,0,1716224,0,121,751,1228,1.640,1.460,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:33,1.515,3.030,48.485,46.970,0,955559936,412540928,142323712,2521694208,5494,2160,0,1568768,0,112,736,1325,1.640,1.460,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:34,2.538,1.523,31.980,63.959,0,956157952,411541504,142417920,2521980928,4996,2160,0,1589248,0,128,711,1330,1.640,1.460,1.280,0,1,5,0,0,16,31,0,7,0
11-03 14:12:35,2.030,2.030,48.731,47.208,0,956317696,411004928,142540800,2522234880,4918,2160,0,1458176,0,99,575,1152,1.670,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:36,1.523,1.523,45.685,51.269,0,956805120,410087424,142610432,2522566656,4366,2160,0,1576960,0,101,640,1214,1.670,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:37,3.015,1.508,42.211,53.266,0,957026304,409550848,142708736,2522783744,4730,1944,0,1413120,0,97,616,1142,1.670,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:38,3.518,2.513,46.734,46.734,0.503,957353984,408776704,142819328,2523107328,8850,2160,0,1585152,0,100,644,1240,1.670,1.470,1.280,1,0,0,0,0,16,31,0,7,0
11-03 14:12:39,4.545,3.535,44.444,47.475,0,957517824,408289280,142929920,2523303936,7668,2160,0,1556480,0,121,775,1545,1.670,1.470,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:40,5.025,3.015,44.221,47.739,0,957952000,407453696,143077376,2523549696,8664,2160,0,1609728,0,111,736,1440,1.700,1.480,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:41,7.143,7.653,41.327,43.878,0,958341120,406720512,143204352,2523762688,8463,2160,0,1781760,0,127,850,1651,1.700,1.480,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:42,8.586,8.081,43.939,38.384,1.010,958582784,406310912,143319040,2523815936,4400,1944,0,1785856,0,126,835,1650,1.700,1.480,1.280,0,1,0,0,0,16,31,0,7,0
11-03 14:12:43,4,1,45.500,49.500,0,958971904,405471232,143392768,2524172288,3909,2254,0,1548288,0,103,629,1224,1.700,1.480,1.280,0,1,0,0,0,16,31,0,6,0
11-03 14:12:44,8.586,6.566,38.384,45.960,0.505,959524864,404791296,143482880,2524200960,6210,2160,0,1773568,0,116,748,1569,1.700,1.480,1.280,2,1,2,0,0,16,31,0,6,0
11-03 14:12:45,4.545,6.566,42.929,45.455,0.505,959504384,404541440,143572992,2524381184,5044,2084,0,1814528,0,122,763,1682,1.800,1.500,1.290,1,1,0,0,0,16,31,0,7,0
11-03 14:12:46,9,9,37.500,44,0.500,959766528,404316160,143646720,2524262400,5075,2160,0,1695744,0,120,735,1561,1.800,1.500,1.290,0,1,0,0,0,16,31,0,7,0
11-03 14:12:47,14.070,11.055,29.648,44.221,1.005,960212992,403783680,143736832,2524258304,4189,2160,0,1822720,0,127,863,1504,1.800,1.500,1.290,1,1,0,0,0,16,31,0,4,0
11-03 14:12:48,9.137,8.629,37.056,44.162,1.015,960122880,403685376,143802368,2524381184,4978,1944,0,1773568,0,112,774,1373,1.800,1.500,1.290,0,1,0,0,0,16,31,0,4,0
11-03 14:12:49,10.553,11.055,42.211,35.176,1.005,960528384,403206144,143933440,2524323840,4418,2160,0,1871872,0,128,889,1752,1.800,1.500,1.290,0,1,0,0,0,16,31,0,4,0
11-03 14:12:50,7.500,4,46,42.500,0,960811008,402493440,144044032,2524622848,3989,2160,0,1769472,0,119,857,1496,1.900,1.530,1.300,0,1,0,0,0,16,31,0,4,0
11-03 14:12:51,4.592,5.102,47.959,42.347,0,961236992,401752064,144191488,2524782592,5015,1944,0,1912832,0,129,988,1893,1.900,1.530,1.300,0,1,0,0,0,16,31,0,2,0
11-03 14:12:52,4.500,2.500,47.500,44.500,1,961581056,401055744,144306176,2525016064,4643,2106,0,1830912,0,122,776,1568,1.900,1.530,1.300,1,1,0,0,0,16,31,0,2,0
11-03 14:12:53,2.513,2.513,48.241,46.734,0,961839104,400343040,144388096,2525372416,3840,2052,0,1748992,0,110,728,1460,1.900,1.530,1.300,0,1,0,0,0,16,31,0,2,0
11-03 14:12:54,9.184,7.653,42.857,39.286,1.020,962658304,399482880,144474112,2525323264,5699,2106,0,1818624,0,122,877,1525,1.900,1.530,1.300,0,1,2,0,0,16,31,0,2,0
11-03 14:12:55,9.500,7,44,39.500,0,962600960,399360000,144568320,2525409280,6052,1944,0,2019328,0,133,830,1527,1.830,1.520,1.300,0,1,0,0,0,16,31,0,1,0
11-03 14:12:56,3.518,3.015,39.196,53.769,0.503,963145728,398569472,144637952,2525577216,5719,2160,0,1458176,0,90,721,1256,1.830,1.520,1.300,0,1,0,0,0,16,31,0,1,0
11-03 14:12:57,21.500,16,33,29,0.500,963342336,398540800,144736256,2525290496,5219,2160,0,2129920,0,148,1107,1974,1.830,1.520,1.300,1,1,0,0,0,16,31,0,1,0
11-03 14:12:58,13.568,11.055,36.683,38.191,0.503,963665920,398282752,144785408,2525171712,4745,1998,0,1581056,0,108,830,1855,1.830,1.520,1.300,1,0,0,0,0,16,31,0,1,0
11-03 14:12:59,3.535,3.535,44.949,47.475,0.505,963260416,398508032,144920576,2525212672,4418,2106,0,1814528,0,133,750,1679,1.830,1.520,1.300,0,1,0,0,0,16,31,0,1,0
11-03 14:13:00,14.721,13.198,32.995,39.086,0,963817472,398155776,145014784,2524909568,6650,2106,0,1802240,0,130,861,1524,1.840,1.530,1.300,1,1,0,0,0,16,31,0,1,0
11-03 14:13:01,20.101,19.095,22.613,37.186,1.005,963952640,398508032,145092608,2524344320,8678,2214,0,1548288,0,114,915,1701,1.840,1.530,1.300,0,1,0,0,0,16,31,0,1,0
11-03 14:13:02,4.040,4.545,39.394,52.020,0,963760128,398573568,145162240,2524397568,7107,2160,0,1331200,0,77,608,1218,1.840,1.530,1.300,1,1,0,0,0,16,31,0,1,0
11-03 14:13:03,7.107,4.569,45.685,42.132,0.508,963956736,398192640,145326080,2524418048,9838,2160,0,1798144,0,128,857,1739,1.840,1.530,1.300,0,1,0,0,0,16,31,0,1,0
11-03 14:13:04,7.538,8.543,39.196,44.724,0,964538368,397459456,145477632,2524418048,4923,2160,0,1736704,0,131,832,1941,1.840,1.530,1.300,0,1,2,0,0,16,31,0,1,0
11-03 14:13:05,8.500,5,37.500,49,0,964587520,397172736,145649664,2524483584,20790,1944,0,1732608,0,130,815,1728,1.850,1.540,1.310,1,0,0,0,0,16,31,0,1,0
11-03 14:13:06,10.101,9.596,32.828,46.970,0.505,964648960,396922880,145756160,2524561408,7701,2160,0,1810432,0,137,872,1907,1.850,1.540,1.310,0,1,0,0,0,16,31,0,1,0
11-03 14:13:07,11.168,9.645,28.426,50.761,0,964788224,396697600,145842176,2524561408,5012,2160,0,1249280,0,94,678,1379,1.850,1.540,1.310,1,1,0,0,0,16,31,0,1,0
11-03 14:13:08,6.566,4.545,45.455,43.434,0,965079040,396288000,145956864,2524565504,8097,2160,0,1843200,0,124,809,1705,1.850,1.540,1.310,0,1,0,0,0,16,31,0,1,0
11-03 14:13:09,6.091,4.569,44.670,43.655,1.015,965484544,395587584,146108416,2524708864,5540,2160,0,1908736,0,144,830,1893,1.850,1.540,1.310,0,1,0,0,0,16,31,0,1,0
11-03 14:13:10,6.468,7.463,44.776,41.294,0,965476352,395431936,146227200,2524753920,5176,1944,0,1769472,0,128,957,1708,1.870,1.540,1.310,0,1,0,0,0,16,31,0,1,0
11-03 14:13:11,18.182,18.182,38.384,24.242,1.010,965853184,395530240,146444288,2524057600,8131,2106,0,1863680,0,164,1285,2595,1.870,1.540,1.310,1,1,0,0,0,16,31,0,1,0
11-03 14:13:12,10.101,9.596,36.869,42.424,1.010,966025216,395272192,146563072,2524024832,5251,1998,0,1736704,0,120,1041,2107,1.870,1.540,1.310,1,1,0,0,0,16,31,0,1,0
11-03 14:13:13,7.071,6.061,42.424,43.434,1.010,965758976,395079680,146706432,2524336128,5442,2160,0,1708032,0,122,808,1819,1.870,1.540,1.310,0,1,0,0,0,16,31,0,1,0
11-03 14:13:14,7.216,9.278,41.753,41.753,0,966447104,394256384,146866176,2524311552,5990,2160,0,1765376,0,126,812,1863,1.870,1.540,1.310,1,1,2,0,0,16,31,0,1,0
11-03 14:13:15,6.566,6.566,43.939,42.929,0,966725632,393650176,147005440,2524499968,5107,1944,0,1859584,0,138,807,1719,1.880,1.550,1.320,1,1,0,0,0,16,31,0,1,0
11-03 14:13:16,10.050,10.553,42.211,36.683,0.503,966836224,393367552,147120128,2524557312,5695,2230,0,1884160,0,131,939,1877,1.880,1.550,1.320,0,1,0,0,0,16,31,0,1,0
11-03 14:13:17,5.556,4.040,44.949,45.455,0,967254016,392761344,147222528,2524639232,6274,2202,0,1794048,0,134,831,1634,1.880,1.550,1.320,0,2,0,0,0,16,31,0,1,0
11-03 14:13:18,5.641,5.128,46.667,42.564,0,967245824,392478720,147279872,2524868608,4063,1944,0,1630208,0,116,792,1578,1.880,1.550,1.320,1,1,0,0,0,16,31,0,1,0
11-03 14:13:19,16.500,7,36.500,39,1,966172672,393555968,147382272,2524762112,6101,2160,0,1708032,0,119,937,1661,1.880,1.550,1.320,0,1,0,0,0,16,31,0,1,0
11-03 14:13:20,8.205,8.205,36.410,47.179,0,966217728,393273344,147513344,2524864512,6760,2160,0,1703936,0,129,970,1664,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:21,5.500,8,43.500,43,0,966414336,392826880,147640320,2524987392,5495,1944,0,1896448,0,143,901,1870,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:22,11.055,8.040,44.724,36.181,0,966303744,392544256,147767296,2525249536,7968,2160,0,1896448,0,146,920,2146,1.970,1.580,1.330,1,1,0,0,0,16,31,0,1,0
11-03 14:13:23,7.071,3.030,45.455,43.939,0.505,966602752,391970816,147841024,2525446144,5133,2160,0,1667072,0,119,837,1623,1.970,1.580,1.330,1,0,0,0,0,16,31,0,1,0
11-03 14:13:24,6.030,5.528,44.221,44.221,0,966545408,391815168,147951616,2525548544,5327,1944,0,1671168,0,123,903,1710,1.970,1.580,1.330,0,1,2,0,0,16,31,0,1,0
11-03 14:13:25,6.633,5.612,31.122,56.633,0,966959104,391299072,148045824,2525556736,4253,2160,0,1740800,0,147,787,1389,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:26,4.082,5.102,47.959,42.347,0.510,967327744,390635520,148172800,2525720576,5704,2160,0,1736704,0,114,743,1493,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:27,8.081,4.545,46.465,40.909,0,967671808,389873664,148271104,2526040064,10144,1944,0,1957888,0,134,819,1466,1.970,1.580,1.330,1,1,0,0,0,16,31,0,1,0
11-03 14:13:28,8.586,9.091,47.475,34.848,0,968011776,389521408,148344832,2525978624,5827,2160,0,1208320,0,78,661,1348,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:29,8.081,6.566,41.919,43.434,0,968368128,388984832,148430848,2526072832,5898,2202,0,1871872,0,122,676,1613,1.970,1.580,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:30,4.545,2.525,37.879,54.545,0.505,968560640,388472832,148504576,2526314496,4839,2160,0,1519616,0,118,663,1588,1.970,1.590,1.330,0,3,0,0,0,16,31,0,1,0
11-03 14:13:31,8.543,8.543,34.171,48.744,0,969011200,387682304,148594688,2526564352,5122,2160,0,1888256,0,132,713,1609,1.970,1.590,1.330,1,1,0,0,0,16,31,0,1,0
11-03 14:13:32,7.143,4.592,40.816,47.449,0,969441280,387203072,148684800,2526523392,4673,2160,0,1839104,0,132,718,1808,1.970,1.590,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:33,5.076,2.538,38.579,53.807,0,969318400,387047424,148738048,2526744576,6138,1944,0,1392640,0,79,591,1272,1.970,1.590,1.330,0,1,0,0,0,16,31,0,1,0
11-03 14:13:34,10.152,8.122,39.086,42.640,0,969912320,386314240,148836352,2526785536,5132,2160,0,1843200,0,144,1007,2326,1.970,1.590,1.330,0,1,2,0,0,16,31,0,1,0
11-03 14:13:35,8.629,10.152,38.071,42.640,0.508,969732096,386379776,148910080,2526826496,4169,2160,0,1531904,0,119,912,1995,1.970,1.600,1.340,0,1,0,0,0,16,31,0,1,0
11-03 14:13:36,11.055,7.035,39.698,42.211,0,969621504,386224128,149041152,2526961664,5748,2160,0,1654784,0,137,825,2432,1.970,1.600,1.340,1,1,0,0,0,16,31,0,1,0
11-03 14:13:37,8.081,8.586,38.889,44.444,0,969637888,386125824,149106688,2526978048,5571,2160,0,1605632,0,131,942,1952,1.970,1.600,1.340,1,1,0,0,0,16,31,0,1,0
11-03 14:13:38,11.881,7.426,39.604,40.099,0.990,969539584,385970176,149217280,2527121408,7173,1944,0,1396736,0,105,870,1991,1.970,1.600,1.340,0,1,0,0,0,16,31,0,1,0
11-03 14:13:39,10.050,6.030,41.709,41.709,0.503,969891840,385363968,149344256,2527244288,5794,2160,0,1781760,0,132,926,1752,1.970,1.600,1.340,0,1,0,0,0,16,31,0,1,0
11-03 14:13:40,7.538,6.533,41.206,44.724,0,970047488,384954368,149426176,2527416320,5374,2160,0,1667072,0,120,757,1626,1.980,1.600,1.340,1,1,0,0,0,16,31,0,1,0
11-03 14:13:41,10.152,8.629,39.086,42.132,0,970559488,384372736,149504000,2527408128,9124,1944,0,2007040,0,131,823,1778,1.980,1.600,1.340,1,1,0,0,0,16,31,0,1,0
11-03 14:13:42,8.629,7.614,39.086,42.640,2.030,970670080,383995904,149622784,2527551488,6097,2300,0,1978368,0,139,723,1722,1.980,1.600,1.340,2,0,0,0,0,16,31,0,1,0
11-03 14:13:43,29.648,14.573,43.216,12.060,0.503,882483200,472375296,149667840,2527309824,6983,2254,0,1114112,0,79,1048,2236,1.980,1.600,1.340,2,0,93,0,0,16,29,0,3,0
11-03 14:13:44,34.518,25.381,10.660,28.934,0.508,894091264,459124736,149716992,2528608256,5527,1944,53248,3465216,4,71,1318,3324,1.980,1.600,1.340,1,1,252,0,0,15,29,0,3,0
11-03 14:13:45,30.303,11.111,34.848,23.232,0.505,881147904,459939840,149876736,2540564480,8264,2160,475136,19120128,7,164,1308,2394,2.060,1.630,1.350,0,2,66,0,0,15,29,0,4,0
11-03 14:13:46,36.869,14.646,33.838,14.646,0,896659456,436019200,151027712,2545160192,7003,1944,4104192,9240576,125,149,1608,3165,2.060,1.630,1.350,1,1,91,0,0,15,29,0,4,0
11-03 14:13:47,44.898,7.653,20.408,26.531,0.510,895975424,434974720,151158784,2546757632,4823,2160,0,7340032,0,162,1072,1885,2.060,1.630,1.350,2,0,9,0,0,15,29,0,3,0
11-03 14:13:48,44.776,8.955,6.965,39.303,0,895868928,433295360,151244800,2548453376,4897,1944,0,9183232,0,149,1159,1859,2.060,1.630,1.350,1,1,9,0,0,15,29,0,3,0
11-03 14:13:49,44.444,8.081,24.242,22.727,0.505,896184320,432300032,151310336,2549059584,5032,2160,0,5021696,0,150,1147,1585,2.060,1.630,1.350,1,0,17,0,0,15,29,0,3,0
11-03 14:13:50,45.178,6.599,47.208,0.508,0.508,896274432,432201728,151310336,2549067776,7730,2160,0,57344,0,7,755,958,1.970,1.620,1.350,1,0,9,0,0,15,29,0,3,0
11-03 14:13:51,44.776,7.463,46.766,0.498,0.498,895901696,432558080,151318528,2549075968,9944,1944,0,69632,0,7,782,984,1.970,1.620,1.350,1,0,9,0,0,15,29,0,3,0
11-03 14:13:52,44.221,8.543,47.236,0,0,896122880,432332800,151318528,2549080064,6408,2160,0,4096,0,1,728,907,1.970,1.620,1.350,1,0,9,0,0,15,29,0,3,0
