"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","13 Jan 2020 22:36:13 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
13-01 22:45:04,46.465,6.061,40.404,7.071,0,884686848,651808768,128557056,2376638464,4791,2700,0,368640,0,8,591,849,1.400,1.560,1.410,1,0,1,0,0,16,29,0,138,0
13-01 22:45:05,47.739,5.025,33.166,14.070,0,901292032,635179008,128565248,2376654848,6611,2430,0,405504,0,17,678,1056,1.400,1.560,1.410,2,0,2,0,0,16,31,0,139,0
13-01 22:45:06,34.500,21.500,41,1,2,852738048,683679744,128602112,2376671232,6179,2646,0,188416,0,24,1237,2673,1.400,1.560,1.410,3,0,177,0,0,16,29,0,136,0
13-01 22:45:07,46.535,6.436,45.545,0.990,0.495,879505408,656875520,128614400,2376695808,4834,2484,0,131072,0,12,679,864,1.400,1.560,1.410,1,0,3,0,0,16,29,0,136,0
13-01 22:45:08,46.500,6,33,14,0.500,897269760,639094784,128622592,2376704000,4691,2430,0,995328,0,32,585,831,1.400,1.560,1.410,1,0,0,0,0,16,29,0,136,0
13-01 22:45:09,44.500,5,37.500,9,4,901914624,634404864,128622592,2376749056,4349,2376,0,479232,0,48,1053,2061,1.450,1.560,1.410,2,1,0,0,0,16,29,0,145,0
13-01 22:45:10,42.786,8.458,43.284,1.493,3.980,874860544,661450752,128622592,2376757248,4934,2416,0,1830912,0,98,798,904,1.450,1.560,1.410,2,0,22,0,0,16,29,0,137,0
13-01 22:45:11,46.602,5.340,43.204,1.942,2.913,894595072,641708032,128634880,2376753152,6655,2592,0,94208,0,6,620,702,1.450,1.560,1.410,5,0,0,0,0,16,29,0,137,0
13-01 22:45:12,46,5.500,44,1.500,3,853934080,682188800,128638976,2376929280,4343,2430,0,40960,0,3,970,2044,1.450,1.560,1.410,4,0,47,0,0,16,29,0,138,0
13-01 22:45:13,42,11,46.500,0,0.500,873099264,662999040,128638976,2376953856,5253,2430,0,0,0,0,652,935,1.450,1.560,1.410,2,0,25,0,0,16,29,0,138,0
13-01 22:45:14,46.798,4.433,41.872,3.448,3.448,894185472,641892352,128659456,2376953856,5688,2430,0,212992,0,15,653,748,1.490,1.570,1.410,1,0,0,0,0,16,29,0,135,0
13-01 22:45:15,42.647,7.353,45.588,0,4.412,902291456,633761792,128659456,2376978432,5460,2430,0,73728,0,3,985,2024,1.490,1.570,1.410,2,0,2,0,0,16,31,0,143,0
13-01 22:45:16,34.146,13.659,43.902,2.439,5.854,856047616,679866368,128663552,2377113600,5659,2700,4096,4096,1,1,891,1790,1.490,1.570,1.410,2,0,98,0,0,16,29,0,142,0
13-01 22:45:17,31.658,22.111,43.719,0,2.513,863236096,672624640,128684032,2377142272,4880,2430,0,8192,0,2,1124,2268,1.490,1.570,1.410,1,1,178,0,0,16,29,0,144,0
13-01 22:45:18,46,6,44,3,1,887959552,647835648,128700416,2377191424,7217,2160,0,188416,0,6,641,755,1.490,1.570,1.410,1,0,1,0,0,16,29,0,139,0
13-01 22:45:19,47.264,5.473,46.766,0,0.498,912097280,623312896,128737280,2377539584,7076,2700,0,0,0,0,610,703,1.450,1.560,1.410,1,0,0,0,0,16,29,0,139,0
13-01 22:45:20,38.500,7.500,37,15,2,921554944,613154816,128802816,2378158080,6153,2430,40960,598016,3,9,873,1342,1.450,1.560,1.410,0,1,0,0,0,16,31,0,138,0
13-01 22:45:21,5.102,2.041,47.959,43.878,1.020,924405760,610136064,128851968,2378276864,4987,2430,0,708608,0,46,554,1013,1.450,1.560,1.410,0,1,1,0,0,16,33,0,138,0
13-01 22:45:22,5,3.500,39,52.500,0,924491776,609947648,128917504,2378313728,6589,2430,0,479232,0,44,471,883,1.450,1.560,1.410,0,1,0,0,0,16,33,0,130,0
13-01 22:45:23,6.030,4.523,35.678,53.769,0,924393472,609951744,128970752,2378354688,6597,2430,0,417792,0,42,516,922,1.450,1.560,1.410,0,1,0,0,0,16,33,0,130,0
13-01 22:45:24,5.556,4.545,41.414,46.970,1.515,924770304,609406976,129077248,2378416128,5242,2430,0,798720,0,63,569,1051,1.410,1.550,1.410,0,1,0,0,0,16,33,0,122,0
13-01 22:45:25,3.518,2.513,46.231,46.734,1.005,925306880,608608256,129150976,2378592256,4708,2430,0,679936,0,51,534,1033,1.410,1.550,1.410,0,1,2,0,0,16,33,0,122,0
13-01 22:45:26,3.571,3.061,44.898,47.959,0.510,925499392,608256000,129224704,2378678272,4894,2430,0,765952,0,66,560,1136,1.410,1.550,1.410,0,1,0,0,0,16,33,0,122,0
13-01 22:45:27,8,10,34,47,1,925454336,608100352,129335296,2378768384,5453,2430,0,663552,0,63,630,1236,1.410,1.550,1.410,1,1,0,0,0,16,33,0,116,0
13-01 22:45:28,3.500,4.500,45.500,46,0.500,925720576,607715328,129372160,2378850304,4753,2430,0,385024,0,24,432,803,1.410,1.550,1.410,0,1,0,0,0,16,33,0,116,0
13-01 22:45:29,5.155,3.093,46.392,45.361,0,925786112,607465472,129470464,2378936320,7697,2700,0,770048,0,66,653,1278,1.460,1.560,1.410,0,1,0,0,0,16,33,0,113,0
13-01 22:45:30,11.111,9.596,39.899,38.889,0.505,925900800,607096832,129609728,2379034624,5487,2700,0,901120,0,93,746,1557,1.460,1.560,1.410,1,1,0,0,0,16,33,0,113,0
13-01 22:45:31,3.518,3.518,31.156,60.804,1.005,925966336,606941184,129646592,2379087872,3764,2430,0,970752,0,93,555,794,1.460,1.560,1.410,0,2,0,0,0,16,33,0,108,0
13-01 22:45:32,5.473,1.990,45.274,47.264,0,926269440,606461952,129720320,2379190272,5485,2700,0,684032,0,50,496,974,1.460,1.560,1.410,0,1,0,0,0,16,33,0,108,0
13-01 22:45:33,3.535,2.525,46.970,46.970,0,926351360,606138368,129822720,2379317248,5562,2700,0,843776,0,70,555,1158,1.460,1.560,1.410,0,1,0,0,0,16,33,0,100,0
13-01 22:45:34,5.556,4.040,43.939,45.455,1.010,926511104,605659136,129896448,2379563008,4168,2214,0,675840,0,48,475,907,1.500,1.570,1.410,0,1,0,0,0,16,33,0,100,0
13-01 22:45:35,4.975,4.478,43.781,46.269,0.498,926818304,605249536,129966080,2379595776,5073,2688,0,745472,0,60,551,1057,1.500,1.570,1.410,0,1,2,0,0,16,33,0,100,0
13-01 22:45:36,7.576,6.061,44.949,40.404,1.010,926707712,604950528,130117632,2379837440,4958,2430,0,1134592,0,89,625,1350,1.500,1.570,1.410,0,1,0,0,0,16,33,0,100,0
13-01 22:45:37,5.556,5.051,41.414,47.475,0.505,927023104,604438528,130224128,2379923456,5350,2700,0,917504,0,77,627,1361,1.500,1.570,1.410,0,1,0,0,0,16,33,0,93,0
13-01 22:45:38,11,10,38,40.500,0.500,927100928,604155904,130334720,2380017664,5054,2430,0,843776,0,75,636,1265,1.500,1.570,1.410,0,1,0,0,0,16,33,0,93,0
13-01 22:45:39,12.626,8.586,41.414,36.869,0.505,927297536,603762688,130453504,2380087296,4644,2430,0,708608,0,84,783,1394,1.540,1.570,1.420,1,0,0,0,0,16,33,0,85,0
13-01 22:45:40,4.975,2.985,45.771,45.771,0.498,927338496,603574272,130510848,2380177408,5559,2430,0,569344,0,41,422,872,1.540,1.570,1.420,1,1,0,0,0,16,33,0,85,0
13-01 22:45:41,8.543,9.548,38.191,43.216,0.503,927469568,603316224,130555904,2380259328,9787,2700,0,491520,0,37,636,1119,1.540,1.570,1.420,0,2,0,0,0,16,33,0,85,0
13-01 22:45:42,1.010,1.515,23.232,73.232,1.010,927211520,603545600,130555904,2380288000,7911,2430,0,1302528,0,123,410,588,1.540,1.570,1.420,1,1,0,0,0,16,33,0,85,0
13-01 22:45:43,6.030,4.020,45.226,42.211,2.513,927510528,603193344,130605056,2380292096,5580,2430,0,315392,0,34,497,925,1.540,1.570,1.420,0,1,0,0,0,16,33,0,80,0
13-01 22:45:44,5,3.500,34.500,56,1,927408128,603131904,130662400,2380398592,4960,2430,0,561152,0,39,484,801,1.660,1.600,1.430,0,2,0,0,0,16,33,0,80,0
13-01 22:45:45,2.020,1.010,0,96.970,0,927645696,602877952,130662400,2380414976,4453,2430,0,0,0,0,298,525,1.660,1.600,1.430,0,3,2,0,0,16,33,0,75,0
13-01 22:45:46,3,2,26.500,68,0.500,927383552,602816512,130711552,2380689408,4630,2430,0,6197248,0,80,595,1280,1.660,1.600,1.430,0,2,0,0,0,16,33,0,75,0
13-01 22:45:47,13.198,12.183,27.919,44.162,2.538,927432704,602656768,130777088,2380730368,5293,2430,0,1400832,0,87,749,1167,1.660,1.600,1.430,1,2,0,0,0,16,33,0,75,0
13-01 22:45:48,24.500,28.500,18,29,0,927592448,602492928,130785280,2380726272,5093,2430,0,634880,0,60,707,693,1.660,1.600,1.430,1,1,0,0,0,16,33,0,75,0
13-01 22:45:49,26.238,25.248,34.653,11.386,2.475,927436800,602624000,130793472,2380742656,4468,2376,0,53248,0,4,630,1058,1.770,1.620,1.440,2,1,0,0,0,16,33,0,66,0
13-01 22:45:50,5.500,5,40,48.500,1,927510528,601640960,130871296,2381570048,4286,2526,0,6938624,0,115,747,1534,1.770,1.620,1.440,0,2,0,0,0,16,33,0,66,0
13-01 22:45:51,7.653,9.184,40.816,41.837,0.510,925966336,603009024,131022848,2381594624,4651,2430,0,1798144,0,108,732,1541,1.770,1.620,1.440,0,1,0,0,0,16,33,0,58,0
13-01 22:45:52,6.965,6.965,37.313,48.259,0.498,926326784,602497024,131121152,2381647872,7998,2700,0,1421312,0,89,688,1524,1.770,1.620,1.440,0,1,0,0,0,16,33,0,58,0
13-01 22:45:53,10.660,11.675,27.411,49.239,1.015,926322688,602529792,131194880,2381545472,7195,2160,0,1634304,0,84,609,1139,1.770,1.620,1.440,0,1,0,0,0,16,33,0,58,0
13-01 22:45:54,2.970,0.990,43.564,51.980,0.495,926322688,602402816,131207168,2381660160,14995,2700,0,679936,0,26,482,833,1.790,1.630,1.440,0,1,0,0,0,16,33,0,58,0
13-01 22:45:55,7.653,4.082,42.857,44.388,1.020,926765056,601833472,131301376,2381688832,5193,2430,0,1445888,0,86,692,1267,1.790,1.630,1.440,0,1,2,0,0,16,33,0,49,0
13-01 22:45:56,12.935,6.965,36.318,42.786,0.995,927019008,601575424,131407872,2381586432,4230,2160,0,1052672,0,80,838,1375,1.790,1.630,1.440,1,1,0,0,0,16,33,0,49,0
13-01 22:45:57,7.071,9.091,44.949,37.879,1.010,927133696,601157632,131485696,2381799424,4539,2646,0,991232,0,56,637,1035,1.790,1.630,1.440,1,1,0,0,0,16,33,0,43,0
13-01 22:45:58,16,16.500,31,35,1.500,928071680,600158208,131563520,2381783040,4404,2484,0,1130496,0,69,721,1135,1.790,1.630,1.440,2,3,2,0,0,16,33,0,43,0
13-01 22:45:59,22.500,27,11.500,39,0,927969280,600518656,131641344,2381447168,4066,2430,0,913408,0,104,901,1127,1.880,1.650,1.450,1,1,0,0,0,16,33,0,43,0
13-01 22:46:00,21,25,20,33.500,0.500,927911936,601157632,131751936,2380750848,5526,2472,0,1007616,0,72,862,1193,1.880,1.650,1.450,0,1,0,0,0,16,33,0,43,0
13-01 22:46:01,35.859,6.566,40.909,16.162,0.505,877916160,651182080,131784704,2380689408,5436,2646,0,466944,0,33,813,1468,1.880,1.650,1.450,1,0,6,0,0,16,29,0,41,0
13-01 22:46:02,48.515,7.426,41.089,2.475,0.495,896278528,632799232,131801088,2380693504,5705,2754,0,225280,0,12,652,883,1.880,1.650,1.450,2,1,0,0,0,16,29,0,42,0
13-01 22:46:03,46.970,5.051,25.253,22.727,0,920924160,608137216,131817472,2380693504,3888,2430,0,3514368,0,76,732,1144,1.880,1.650,1.450,2,1,0,0,0,16,29,0,36,0
13-01 22:46:04,20.707,6.566,15.657,56.566,0.505,925454336,603508736,131846144,2380763136,5792,2646,0,3571712,0,84,823,1349,1.890,1.660,1.450,1,1,0,0,0,16,31,0,36,0
13-01 22:46:05,13.065,6.533,35.678,41.709,3.015,926146560,602742784,131911680,2380771328,4128,2484,0,569344,0,62,830,1625,1.890,1.660,1.450,0,1,2,0,0,16,31,0,35,0
13-01 22:46:06,11.500,2.500,46,37,3,926064640,602746880,131981312,2380779520,5496,2430,0,626688,0,65,945,1600,1.890,1.660,1.450,0,1,0,0,0,16,31,0,35,0
13-01 22:46:07,7.653,4.592,43.367,38.265,6.122,926216192,602550272,132038656,2380767232,3847,2430,0,507904,0,51,761,1361,1.890,1.660,1.450,0,1,0,0,0,16,31,0,31,0
13-01 22:46:08,7.882,3.941,44.828,37.931,5.419,926121984,602554368,132091904,2380804096,4642,2700,0,540672,0,52,789,1374,1.890,1.660,1.450,2,0,0,0,0,16,31,0,31,0
13-01 22:46:09,6.154,2.051,46.667,44.103,1.026,926126080,602456064,132177920,2380812288,4166,2430,0,524288,0,51,579,1207,1.900,1.660,1.450,0,1,0,0,0,16,31,0,31,0
13-01 22:46:10,4.500,1.500,43.500,48.500,2,926027776,602521600,132214784,2380808192,5132,2484,0,393216,0,32,419,867,1.900,1.660,1.450,2,0,0,0,0,16,31,0,22,0
13-01 22:46:11,9.596,2.020,46.465,41.414,0.505,926175232,602263552,132300800,2380832768,5258,2470,0,692224,0,60,695,1427,1.900,1.660,1.450,0,1,0,0,0,16,31,0,22,0
13-01 22:46:12,8.955,2.488,44.776,42.786,0.995,926150656,602234880,132382720,2380804096,5610,2430,0,630784,0,54,505,1187,1.900,1.660,1.450,1,0,0,0,0,16,31,0,22,0
13-01 22:46:13,7.614,1.523,47.208,42.132,1.523,926228480,601853952,132460544,2381029376,4773,2430,0,1126400,0,91,655,1243,1.900,1.660,1.450,1,0,0,0,0,16,31,0,22,0
13-01 22:46:14,5.528,2.010,33.166,58.291,1.005,926248960,601821184,132513792,2380988416,5707,2484,0,462848,0,33,555,1032,1.830,1.650,1.450,0,1,0,0,0,16,31,0,14,0
13-01 22:46:15,5.051,2.020,27.273,65.152,0.505,926613504,601374720,132554752,2381029376,6776,2646,0,380928,0,21,483,967,1.830,1.650,1.450,1,2,2,0,0,16,31,0,14,0
13-01 22:46:16,7.576,2.525,34.848,53.535,1.515,926580736,601346048,132624384,2381021184,7180,2430,0,491520,0,43,551,1102,1.830,1.650,1.450,0,1,0,0,0,16,31,0,5,0
13-01 22:46:17,11.443,5.473,46.766,35.821,0.498,926642176,601153536,132726784,2381049856,4120,2160,0,667648,0,74,594,1451,1.830,1.650,1.450,0,1,0,0,0,16,31,0,5,0
13-01 22:46:18,8.122,0.508,40.102,50.254,1.015,926502912,601219072,132792320,2381058048,6650,2700,0,446464,0,40,548,1076,1.830,1.650,1.450,0,1,0,0,0,16,31,0,3,0
13-01 22:46:19,6.931,3.465,44.059,44.554,0.990,926584832,601026560,132874240,2381086720,6601,2430,0,499712,0,43,536,1086,1.760,1.640,1.450,1,1,0,0,0,16,31,0,3,0
13-01 22:46:20,8.673,3.571,45.918,39.796,2.041,926580736,600965120,132952064,2381074432,5481,2430,0,552960,0,62,674,1365,1.760,1.640,1.450,1,0,0,0,0,16,31,0,3,0
13-01 22:46:21,11.055,1.508,47.739,39.698,0,926683136,600707072,133042176,2381139968,5663,2430,0,663552,0,65,655,1367,1.760,1.640,1.450,1,0,0,0,0,16,31,0,3,0
13-01 22:46:22,32,20.500,41.500,3.500,2.500,870625280,656736256,133046272,2381164544,5969,2430,0,253952,0,12,1091,2431,1.760,1.640,1.450,3,0,178,0,0,16,29,0,4,0
13-01 22:46:23,44.221,7.538,30.151,17.588,0.503,891154432,636153856,133062656,2381201408,7170,2430,0,2256896,0,38,707,1085,1.760,1.640,1.450,1,2,1,0,0,16,29,0,4,0
13-01 22:46:24,50.251,2.513,11.558,35.176,0.503,921964544,605274112,133070848,2381262848,5941,2430,0,1347584,0,70,748,867,1.780,1.650,1.450,2,1,0,0,0,16,29,0,4,0
13-01 22:46:25,23.116,7.538,33.166,35.678,0.503,935170048,590606336,133103616,2382692352,7027,2430,1220608,655360,15,15,606,950,1.780,1.650,1.450,1,0,5,0,0,16,29,0,4,0
13-01 22:46:26,30.198,3.960,40.594,24.257,0.990,944148480,580640768,133201920,2383581184,3912,2700,184320,389120,12,6,583,784,1.780,1.650,1.450,1,0,0,0,0,16,29,0,4,0
13-01 22:46:27,55,16,28.500,0,0.500,876855296,647884800,133206016,2383626240,7502,2700,0,667648,0,7,686,950,1.780,1.650,1.450,1,0,2,0,0,16,29,0,4,0
13-01 22:46:28,48.241,4.020,44.724,3.015,0,911425536,613306368,133222400,2383618048,4486,2430,0,102400,0,6,599,854,1.780,1.650,1.450,2,0,0,0,0,16,29,0,4,0
13-01 22:46:29,47.980,4.040,39.899,8.081,0,935538688,589168640,133246976,2383618048,5569,2700,0,286720,0,14,712,902,1.720,1.640,1.450,2,1,3,0,0,16,29,0,4,0
13-01 22:46:30,45,7,46.500,1,0.500,870780928,653873152,133251072,2383667200,5294,2700,0,36864,0,4,640,798,1.720,1.640,1.450,1,0,1,0,0,16,29,0,4,0
13-01 22:46:31,45.729,6.533,47.236,0,0.503,896655360,627974144,133267456,2383675392,4584,2430,0,172032,0,6,707,890,1.720,1.640,1.450,2,0,1,0,0,16,29,0,4,0
13-01 22:46:32,47.739,4.020,47.739,0,0.503,924807168,599814144,133267456,2383683584,6111,2430,0,0,0,0,673,767,1.720,1.640,1.450,3,0,0,0,0,16,29,0,4,0
13-01 22:46:33,44.162,8.122,47.716,0,0,942682112,581926912,133267456,2383695872,4071,2430,0,0,0,0,671,797,1.720,1.640,1.450,2,0,3,0,0,16,29,0,4,0
13-01 22:46:34,45,8,30,16.500,0.500,878080000,646508544,133267456,2383716352,5739,2430,0,462848,0,63,698,832,1.740,1.640,1.450,2,1,2,0,0,16,29,0,4,0
13-01 22:46:35,46.269,5.970,7.960,38.806,0.995,910475264,614100992,133267456,2383728640,6468,2742,0,684032,0,86,687,902,1.740,1.640,1.450,2,0,2,0,0,16,29,0,4,0
13-01 22:46:36,46.535,4.455,45.050,1.980,1.980,930783232,593776640,133275648,2383736832,5839,2430,0,57344,0,2,564,777,1.740,1.640,1.450,2,0,2,0,0,16,29,0,4,0
13-01 22:46:37,44.554,7.921,45.050,0,2.475,869076992,655462400,133283840,2383749120,5680,2430,0,77824,0,6,658,955,1.740,1.640,1.450,2,0,2,0,0,16,29,0,4,0
13-01 22:46:38,45,8,44.500,1,1.500,890445824,634068992,133287936,2383769600,3762,2430,0,106496,0,6,659,852,1.740,1.640,1.450,2,0,1,0,0,16,29,0,4,0
13-01 22:46:39,48.744,3.518,39.698,5.528,2.513,916963328,607526912,133308416,2383773696,4254,2430,0,253952,0,17,696,890,1.680,1.630,1.450,2,0,0,0,0,16,29,0,4,0
13-01 22:46:40,44.500,6.500,46.500,0,2.500,943865856,580612096,133312512,2383781888,5996,2430,0,49152,0,6,673,877,1.680,1.630,1.450,2,0,3,0,0,16,29,0,4,0
13-01 22:46:41,46.766,5.473,46.269,0.995,0.498,873713664,650731520,133320704,2383806464,4428,2700,0,98304,0,7,588,816,1.680,1.630,1.450,2,0,1,0,0,16,29,0,4,0
13-01 22:46:42,46.766,4.975,47.761,0,0.498,910684160,613752832,133320704,2383814656,4381,2430,0,0,0,0,570,836,1.680,1.630,1.450,1,0,1,0,0,16,29,0,4,0
13-01 22:46:43,46.766,5.970,47.264,0,0,936009728,588414976,133320704,2383826944,4649,2430,0,0,0,0,577,719,1.680,1.630,1.450,3,0,3,0,0,16,29,0,4,0
13-01 22:46:44,46.970,5.051,47.475,0,0.505,870338560,654065664,133320704,2383847424,5497,2430,0,0,0,0,618,752,1.630,1.620,1.450,1,0,1,0,0,16,29,0,4,0
13-01 22:46:45,44.776,7.960,46.766,0,0.498,894394368,630001664,133320704,2383855616,6185,2430,0,0,0,0,592,922,1.630,1.620,1.450,1,0,3,0,0,16,29,0,4,0
13-01 22:46:46,47.500,4.500,44,3.500,0.500,924409856,599977984,133320704,2383863808,5346,2430,0,675840,0,59,703,809,1.630,1.620,1.450,1,0,0,0,0,16,29,0,4,0
13-01 22:46:47,44,8.500,47,0,0.500,944017408,580362240,133320704,2383872000,4127,2430,0,0,0,0,652,858,1.630,1.620,1.450,2,1,3,0,0,16,29,0,4,0
13-01 22:46:48,49,14,33.500,3,0.500,876183552,648163328,133337088,2383888384,4869,2430,0,139264,0,12,715,938,1.630,1.620,1.450,1,0,2,0,0,16,29,0,4,0
13-01 22:46:49,47,5.500,44.500,2.500,0.500,910245888,614072320,133353472,2383900672,5830,2472,0,278528,0,17,747,937,1.580,1.610,1.450,1,0,0,0,0,16,29,0,4,0
13-01 22:46:50,47.030,4.455,45.050,1.980,1.485,934236160,590065664,133357568,2383912960,4196,2430,0,57344,0,6,660,777,1.580,1.610,1.450,2,0,3,0,0,16,29,0,4,0
13-01 22:46:51,44.554,4.455,44.059,5.446,1.485,949923840,574361600,133361664,2383925248,6452,2430,4096,69632,1,6,686,862,1.580,1.610,1.450,1,0,0,0,0,16,29,0,4,0
13-01 22:46:52,45.274,6.965,46.766,0,0.995,870912000,653303808,133361664,2383994880,8280,2700,0,0,0,0,581,788,1.580,1.610,1.450,1,0,1,0,0,16,29,0,4,0
13-01 22:46:53,48,5,47,0,0,899887104,624324608,133361664,2383998976,6196,2430,0,0,0,0,664,814,1.580,1.610,1.450,1,0,1,0,0,16,29,0,4,0
13-01 22:46:54,48.756,3.980,46.766,0,0.498,922796032,601403392,133361664,2384011264,5035,2430,0,0,0,0,648,756,1.530,1.600,1.440,1,0,0,0,0,16,29,0,4,0
13-01 22:46:55,45.960,6.566,46.970,0,0.505,859308032,664887296,133361664,2384015360,3940,2430,0,0,0,0,656,835,1.530,1.600,1.440,2,0,6,0,0,16,29,0,4,0
13-01 22:46:56,47.264,5.970,30.348,15.920,0.498,884264960,639897600,133365760,2384044032,6066,2700,0,274432,0,36,726,806,1.530,1.600,1.440,1,1,0,0,0,16,29,0,4,0
13-01 22:46:57,47,6,38.500,8,0.500,915832832,608292864,133365760,2384080896,4285,2430,0,892928,0,62,802,841,1.530,1.600,1.440,1,0,1,0,0,16,29,0,4,0
13-01 22:46:58,49.500,12.500,35,2.500,0.500,869867520,654229504,133369856,2384105472,8093,2700,0,319488,0,12,677,916,1.530,1.600,1.440,1,0,1,0,0,16,29,0,4,0
13-01 22:46:59,46,7,31.500,15,0.500,892243968,631844864,133378048,2384105472,7461,2430,0,266240,0,15,722,883,1.490,1.590,1.440,1,0,1,0,0,16,29,0,4,0
13-01 22:47:00,49.495,3.535,43.434,3.030,0.505,923451392,600612864,133382144,2384125952,5236,2742,0,57344,0,6,647,772,1.490,1.590,1.440,1,0,0,0,0,16,29,0,4,0
13-01 22:47:01,47,5.500,45.500,1,1,944021504,580038656,133390336,2384121856,4972,2430,0,65536,0,6,685,815,1.490,1.590,1.440,1,0,3,0,0,16,29,0,4,0
13-01 22:47:02,18.537,32.195,42.927,0,6.341,860045312,663891968,133390336,2384244736,5291,2430,0,262144,0,5,1374,2976,1.490,1.590,1.440,3,0,312,0,0,16,29,0,5,0
13-01 22:47:03,15.962,32.394,40.845,0,10.798,858935296,664817664,133390336,2384429056,3889,2430,0,368640,0,6,1386,3479,1.490,1.590,1.440,2,0,340,0,0,16,29,0,2,0
13-01 22:47:04,17.647,33.333,40.196,0,8.824,859418624,664080384,133390336,2384683008,7250,2376,0,204800,0,6,1390,3645,1.450,1.580,1.440,2,0,331,0,0,16,29,0,2,0
13-01 22:47:05,18,36.500,39.500,0,6,859111424,664350720,133390336,2384719872,5812,2484,0,458752,0,7,1376,3511,1.450,1.580,1.440,2,0,364,0,0,16,29,0,2,0
13-01 22:47:06,16.908,36.232,38.647,0,8.213,859332608,664104960,133390336,2384744448,6248,2700,0,589824,0,9,1309,3140,1.450,1.580,1.440,2,0,343,0,0,16,29,0,2,0
13-01 22:47:07,13.793,32.020,38.916,9.360,5.911,859508736,663826432,133394432,2384842752,6283,2430,0,942080,0,52,1460,2782,1.450,1.580,1.440,3,0,279,0,0,16,29,0,2,0
13-01 22:47:08,17.822,36.634,41.584,0,3.960,858927104,664440832,133394432,2384809984,4223,2430,0,102400,0,4,1633,3546,1.450,1.580,1.440,2,0,362,0,0,16,29,0,2,0
13-01 22:47:09,10.660,26.396,43.655,15.736,3.553,859103232,664231936,133394432,2384842752,4704,2430,0,73728,0,5,1349,2653,1.410,1.570,1.440,1,0,233,0,0,16,29,0,2,0
13-01 22:47:10,29.648,25.628,42.714,0,2.010,870678528,652615680,133394432,2384883712,5116,2430,0,114688,0,4,1201,2430,1.410,1.570,1.440,2,0,212,0,0,16,29,0,2,0
13-01 22:47:11,47.030,5.446,46.535,0,0.990,901029888,622206976,133394432,2384941056,4407,2524,0,0,0,0,651,768,1.410,1.570,1.440,2,0,1,0,0,16,29,0,2,0
13-01 22:47:12,45.050,5.446,45.050,3.465,0.990,934248448,588873728,133398528,2385051648,5934,2592,98304,208896,12,5,702,820,1.410,1.570,1.440,2,0,3,0,0,16,29,0,2,0
13-01 22:47:13,46,6,46.500,0,1.500,954245120,568860672,133398528,2385068032,4828,2538,0,0,0,0,610,746,1.410,1.570,1.440,2,0,2,0,0,16,29,0,2,0
13-01 22:47:14,38.614,19.307,37.129,1.980,2.970,905482240,617472000,133398528,2385162240,5358,2430,90112,0,6,0,1069,2452,1.620,1.610,1.450,3,0,111,0,0,17,29,0,3,0
13-01 22:47:15,22.449,32.653,37.755,3.571,3.571,887181312,635588608,133406720,2385346560,5240,2430,32768,81920,4,5,1502,3675,1.620,1.610,1.450,2,0,301,0,0,17,29,0,3,0
13-01 22:47:16,17.588,36.181,39.698,0,6.533,885977088,636706816,133406720,2385408000,4622,2430,0,98304,0,6,1588,3397,1.620,1.610,1.450,2,0,347,0,0,17,29,0,3,0
13-01 22:47:17,10.837,22.167,21.182,36.453,9.360,885972992,636649472,133414912,2385461248,4198,2430,0,851968,0,58,1072,2151,1.620,1.610,1.450,1,0,208,0,0,17,29,0,3,0
13-01 22:47:18,39.500,13,45.500,0,2,906170368,616456192,133414912,2385457152,6024,2538,0,69632,0,6,781,1140,1.620,1.610,1.450,2,0,59,0,0,17,29,0,3,0
13-01 22:47:19,47,5.500,47,0,0.500,944947200,577675264,133414912,2385461248,6565,2592,0,0,0,0,695,794,1.570,1.600,1.450,1,0,3,0,0,17,29,0,3,0
13-01 22:47:20,48.259,4.478,46.269,0,0.995,966942720,555667456,133414912,2385473536,6056,2430,0,0,0,0,617,659,1.570,1.600,1.450,2,0,0,0,0,17,29,0,3,0
13-01 22:47:21,37.563,17.259,43.147,0,2.030,886968320,635625472,133414912,2385489920,6521,2430,0,0,0,0,1072,2257,1.570,1.600,1.450,1,0,138,0,0,17,29,0,5,0
13-01 22:47:22,10.945,17.910,64.179,1.990,4.975,886165504,636170240,133427200,2385743872,8954,2940,36864,110592,5,2,1059,2352,1.570,1.600,1.450,0,0,144,0,0,17,29,0,5,0
13-01 22:47:23,1.508,1.508,96.985,0,0,886022144,636301312,133427200,2385756160,7915,3120,0,61440,0,1,414,670,1.570,1.600,1.450,0,0,0,0,0,17,29,0,4,0
13-01 22:47:24,12.245,17.857,69.388,0,0.510,887009280,635305984,133427200,2385764352,7534,2992,0,49152,0,3,969,2245,1.520,1.590,1.450,1,0,200,0,0,17,29,0,4,0
13-01 22:47:25,17.500,33,38.500,0,11,885817344,636444672,133427200,2385817600,6966,2430,0,163840,0,4,1510,3327,1.520,1.590,1.450,2,0,318,0,0,17,29,0,6,0
